Exercício: 2016;;;;;;;;
Escopo: Municípios do Estado - AL;;;;;;;;
Tabela: Receitas Orçamentárias (Anexo I-C);;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta; Valor ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.2.1.0.00.00.00 - Contribuições Sociais;siconfi-cor_RO1.2.1.0.00.00.00; R$ 2.707.698,90 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público;siconfi-cor_RO1.2.1.0.29.00.00; R$ 2.707.698,90 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.2.1.0.29.07.00 - Contribuição do Servidor Ativo Civil para o Regime Próprio;siconfi-cor_RO1.2.1.0.29.07.00; R$ 2.707.698,90 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.2.3.0.00.00.00 - Contribuição para Custeio do Serviço de Iluminação Pública;siconfi-cor_RO1.2.3.0.00.00.00; R$ 8.881,46 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.3.0.0.00.00.00 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.00.00; R$ 750.240,23 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.00.00; R$ 750.240,23 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.5.00.00.00; R$ 749.757,57 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.3.2.8.00.00.00 - Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor;siconfi-cor_RO1.3.2.8.00.00.00; R$ 482,66 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.00.00.00 - Receita de Serviços;siconfi-cor_RO1.6.0.0.00.00.00; R$ 1.979.498,68 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.02.00.00 - Serviços Financeiros;siconfi-cor_RO1.6.0.0.02.00.00; R$ 10.048,14 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.13.00.00 - Serviços Administrativos;siconfi-cor_RO1.6.0.0.13.00.00; R$ 7.087,45 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.26.00.00 - Serviços de Fornecimento de Água;siconfi-cor_RO1.6.0.0.26.00.00; R$ 1.510.817,86 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.42.00.00 - Serviços de Coleta, Transporte, Tratamento e Destino Final de Esgotos;siconfi-cor_RO1.6.0.0.42.00.00; R$ 31.704,71 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.48.00.00 - Serviços de Religamento de Água;siconfi-cor_RO1.6.0.0.48.00.00; R$ 294.608,15 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.6.0.0.99.00.00 - Outros Serviços;siconfi-cor_RO1.6.0.0.99.00.00; R$ 125.232,37 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 52.595.090,34 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 52.104.857,10 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 26.708.053,80 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 17.992.547,95 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 17.988.174,32 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 4.373,63 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.2.1.22.00.00; R$ 168.136,23 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.22.11.00 - Cota-Parte da Compensação Financeira de Recursos Hídricos;siconfi-cor_RO1.7.2.1.22.11.00; R$ 273,13 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.22.30.00 - Cota-Parte Royalties ¿ Compensação Financeira pela Produção de Petróleo ¿ Lei nº 7.990/89;siconfi-cor_RO1.7.2.1.22.30.00; R$ 370,34 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.22.50.00 - Cota-Parte Royalties pela Participação Especial - Lei nº 9.478/97 artigo 50;siconfi-cor_RO1.7.2.1.22.50.00; R$ 14.016,84 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.2.1.22.70.00; R$ 131.686,30 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.22.90.00 - Outras Transferências Decorrentes de Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.2.1.22.90.00; R$ 21.789,62 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo;siconfi-cor_RO1.7.2.1.33.00.00; R$ 6.323.303,73 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS;siconfi-cor_RO1.7.2.1.34.00.00; R$ 652.153,96 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE;siconfi-cor_RO1.7.2.1.35.00.00; R$ 1.512.583,21 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 21.819,72 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.1.99.00.00 - Outras Transferências da União;siconfi-cor_RO1.7.2.1.99.00.00; R$ 37.509,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00; R$ 5.428.002,24 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00; R$ 5.124.427,68 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00; R$ 4.778.708,36 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.01.02.00 - Cota-Parte do IPVA;siconfi-cor_RO1.7.2.2.01.02.00; R$ 310.699,64 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.01.04.00 - Cota-Parte do IPI - Municípios;siconfi-cor_RO1.7.2.2.01.04.00; R$ 2.538,75 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.01.13.00 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;siconfi-cor_RO1.7.2.2.01.13.00; R$ 32.480,93 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.22.00.00 - Transferências da Cota-Parte da Compensação Financeira (25%);siconfi-cor_RO1.7.2.2.22.00.00; R$ 29.943,25 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.22.30.00 - Cota-Parte Royalties - Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 artigo 9º;siconfi-cor_RO1.7.2.2.22.30.00; R$ 29.943,25 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.2.33.00.00 - Transferências de Recursos do Estado para Programas de Saúde - Repasse Fundo a Fundo;siconfi-cor_RO1.7.2.2.33.00.00; R$ 273.631,31 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.4.00.00.00 - Transferências Multigovernamentais;siconfi-cor_RO1.7.2.4.00.00.00; R$ 19.968.801,06 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB;siconfi-cor_RO1.7.2.4.01.00.00; R$ 15.946.613,09 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB;siconfi-cor_RO1.7.2.4.02.00.00; R$ 4.022.187,97 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.6.0.00.00.00 - Transferências de Convênios;siconfi-cor_RO1.7.6.0.00.00.00; R$ 490.233,24 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.6.1.00.00.00 - Transferências de Convênios da União e de Suas Entidades;siconfi-cor_RO1.7.6.1.00.00.00; R$ 490.233,24 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.7.6.1.02.00.00 - Transferências de Convênios da União Destinadas a Programas de Educação;siconfi-cor_RO1.7.6.1.02.00.00; R$ 490.233,24 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.0.0.00.00.00 - Outras Receitas Correntes;siconfi-cor_RO1.9.0.0.00.00.00; R$ 84.349,55 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.1.0.00.00.00 - Multas e Juros de Mora;siconfi-cor_RO1.9.1.0.00.00.00; R$ 55.661,39 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.1.1.00.00.00 - Multas e Juros de Mora dos Tributos;siconfi-cor_RO1.9.1.1.00.00.00; R$ 50.177,67 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.1.1.99.00.00 - Multas e Juros de Mora de Outros Tributos;siconfi-cor_RO1.9.1.1.99.00.00; R$ 50.177,67 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.1.9.00.00.00 - Multas de Outras Origens;siconfi-cor_RO1.9.1.9.00.00.00; R$ 5.483,72 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.2.0.00.00.00 - Indenizações e Restituições;siconfi-cor_RO1.9.2.0.00.00.00; R$ 23,70 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.2.2.00.00.00 - Restituições;siconfi-cor_RO1.9.2.2.00.00.00; R$ 23,70 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.2.2.99.00.00 - Outras Restituições;siconfi-cor_RO1.9.2.2.99.00.00; R$ 23,70 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.3.0.00.00.00 - Receita da Dívida Ativa;siconfi-cor_RO1.9.3.0.00.00.00; R$ 24.102,53 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.3.1.00.00.00 - Receita da Dívida Ativa Tributária;siconfi-cor_RO1.9.3.1.00.00.00; R$ 24.102,53 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.3.1.11.00.00 - Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;siconfi-cor_RO1.9.3.1.11.00.00; R$ 5.583,99 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.3.1.99.00.00 - Receita da Dívida Ativa de Outros Tributos;siconfi-cor_RO1.9.3.1.99.00.00; R$ 18.518,54 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.9.0.00.00.00 - Receitas Diversas;siconfi-cor_RO1.9.9.0.00.00.00; R$ 4.561,93 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;1.9.9.0.99.00.00 - Outras Receitas;siconfi-cor_RO1.9.9.0.99.00.00; R$ 4.561,93 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.0.0.0.00.00.00 - Receitas de Capital;siconfi-cor_RO2.0.0.0.00.00.00; R$ 666.985,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.0.0.00.00.00 - Transferências de Capital;siconfi-cor_RO2.4.0.0.00.00.00; R$ 666.985,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.7.0.00.00.00 - Transferências de Convênios;siconfi-cor_RO2.4.7.0.00.00.00; R$ 666.985,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.7.1.00.00.00 - Transferências de Convênios da União e de suas Entidades;siconfi-cor_RO2.4.7.1.00.00.00; R$ 555.985,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.7.1.01.00.00 - Transferências de Convênios da União para o Sistema Único de Saúde - SUS;siconfi-cor_RO2.4.7.1.01.00.00; R$ 99.985,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.7.1.02.00.00 - Transferências de Convênios da União Destinadas a Programas de Educação;siconfi-cor_RO2.4.7.1.02.00.00; R$ 456.000,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.7.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de suas Entidades;siconfi-cor_RO2.4.7.2.00.00.00; R$ 111.000,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;2.4.7.2.02.00.00 - Transferências de Convênios dos Estados Destinadas a Programas de Educação;siconfi-cor_RO2.4.7.2.02.00.00; R$ 111.000,00 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;7.0.0.0.00.00.00 - Receitas Correntes Intraorçamentárias;siconfi-cor_RI7.0.0.0.00.00.00; R$ 4.602.876,88 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;7.2.0.0.00.00.00 - Receitas de Contribuições Intraorçamentárias;siconfi-cor_RI7.2.0.0.00.00.00; R$ 4.602.876,88 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;7.2.1.0.00.00.00 - Contribuições Sociais Intraorçamentárias;siconfi-cor_RI7.2.1.0.00.00.00; R$ 4.602.876,88 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;7.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público Intraorçamentárias;siconfi-cor_RI7.2.1.0.29.00.00; R$ 4.602.876,88 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Receitas Brutas Realizadas;7.2.1.0.29.01.00 - Contribuição Patronal de Servidor Ativo Civil para o Regime Próprio Intraorçamentária;siconfi-cor_RI7.2.1.0.29.01.00; R$ 4.602.876,88 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;Total Receitas;siconfi-cor_TotalReceitas;-R$ 3.355.691,61 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00;-R$ 3.355.691,61 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00;-R$ 3.355.691,61 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00;-R$ 3.355.691,61 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00;-R$ 3.355.691,61 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00;-R$ 3.351.327,69 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00;-R$ 3.350.381,98 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00;-R$ 945,71 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - Transferências Constitucionais;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00;-R$ 4.363,92 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;Total Receitas;siconfi-cor_TotalReceitas;-R$ 1.017.881,76 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00;-R$ 1.017.881,76 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00;-R$ 1.017.881,76 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00;-R$ 1.017.881,76 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00;-R$ 1.017.881,76 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00;-R$ 1.017.881,76 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00;-R$ 955.870,48 ;
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21355;Deduções - FUNDEB;1.7.2.2.01.02.00 - Cota-Parte do IPVA;siconfi-cor_RO1.7.2.2.01.02.00;-R$ 62.011,28 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;Total Receitas;siconfi-cor_TotalReceitas; R$ 19.613.135,43 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 19.613.135,43 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.0.0.00.00.00 - Receita Tributária;siconfi-cor_RO1.1.0.0.00.00.00; R$ 297.576,07 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.0.00.00.00 - Impostos;siconfi-cor_RO1.1.1.0.00.00.00; R$ 224.663,93 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;siconfi-cor_RO1.1.1.2.00.00.00; R$ 202.917,98 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.2.01.00.00 - Imposto sobre a Propriedade Territorial Rural - ITR;siconfi-cor_RO1.1.1.2.01.00.00; R$ 3.772,25 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;siconfi-cor_RO1.1.1.2.04.00.00; R$ 192.919,33 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;siconfi-cor_RO1.1.1.2.04.31.00; R$ 192.919,33 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;"1.1.1.2.08.00.00 - Imposto sobre Transmissão Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI""";siconfi-cor_RO1.1.1.2.08.00.00; R$ 6.226,40 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;siconfi-cor_RO1.1.1.3.00.00.00; R$ 21.745,95 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;siconfi-cor_RO1.1.1.3.05.00.00; R$ 21.745,95 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.2.0.00.00.00 - Taxas;siconfi-cor_RO1.1.2.0.00.00.00; R$ 58.310,39 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia;siconfi-cor_RO1.1.2.1.00.00.00; R$ 57.168,99 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.00.00.00; R$ 1.141,40 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.2.2.12.00.00 - Emolumentos e Custas Processuais Administrativas;siconfi-cor_RO1.1.2.2.12.00.00; R$ 1.121,40 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.2.2.90.00.00 - Taxa de Limpeza Pública;siconfi-cor_RO1.1.2.2.90.00.00; R$ 20,00 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.3.0.00.00.00 - Contribuição de Melhoria;siconfi-cor_RO1.1.3.0.00.00.00; R$ 14.601,75 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.1.3.0.99.00.00 - Outras Contribuições de Melhoria;siconfi-cor_RO1.1.3.0.99.00.00; R$ 14.601,75 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.3.0.0.00.00.00 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.00.00; R$ 70.586,31 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.00.00; R$ 70.586,31 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.5.00.00.00; R$ 70.586,31 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.6.0.0.00.00.00 - Receita de Serviços;siconfi-cor_RO1.6.0.0.00.00.00; R$ 59.638,23 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.6.0.0.13.00.00 - Serviços Administrativos;siconfi-cor_RO1.6.0.0.13.00.00; R$ 59.638,23 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 19.184.697,80 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 18.908.276,30 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 10.958.520,99 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 9.003.380,31 ;
Prefeitura Municipal de Campestre - AL;2701357;AL;6978;Receitas Brutas Realizadas;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 9.000.537,31 ;
